name,latitude,longitude,type
Universal Specialist Hospital,11.9697263,8.5314303,hospital
Zugachi Primary Health Centre,12.064007,8.8559248,hospital
Zugachi Primary Health Centre,12.0642545,8.856475,hospital
Zugachi Primary Health Centre,12.0643118,8.8567679,hospital
Zugachi Primary Health Centre,12.0645041,8.8572386,hospital
Zugachi Primary Health Centre,12.0649951,8.8570189,hospital
Zugachi Primary Health Centre,12.0647373,8.8565503,hospital
Zugachi Primary Health Centre,12.0647005,8.8565336,hospital
Zugachi Primary Health Centre,12.064633,8.8565524,hospital
Zugachi Primary Health Centre,12.0643282,8.8561361,hospital
Zugachi Primary Health Centre,12.064007,8.8559248,hospital
Walawa Health Post,12.3436187,8.4772393,hospital
Walawa Health Post,12.3436423,8.4773456,hospital
Walawa Health Post,12.343574,8.4773615,hospital
Walawa Health Post,12.3435504,8.4772552,hospital
Walawa Health Post,12.3436187,8.4772393,hospital
MRS Barracks Primary Health Centre,11.9527236,8.3900897,hospital
MRS Barracks Primary Health Centre,11.9534636,8.3906049,hospital
MRS Barracks Primary Health Centre,11.952875,8.3914884,hospital
MRS Barracks Primary Health Centre,11.9521349,8.3909731,hospital
MRS Barracks Primary Health Centre,11.9527236,8.3900897,hospital
Sauna Kawaji Health Post,12.0201465,8.5988326,hospital
Sauna Kawaji Health Post,12.0194617,8.5987924,hospital
Sauna Kawaji Health Post,12.0193175,8.5991437,hospital
Sauna Kawaji Health Post,12.0193883,8.5995112,hospital
Sauna Kawaji Health Post,12.0201333,8.5994093,hospital
Sauna Kawaji Health Post,12.0201465,8.5988326,hospital
Unnamed,11.9864089,8.5043213,hospital
Unnamed,11.986526,8.5046123,hospital
Unnamed,11.9862421,8.5047054,hospital
Unnamed,11.9861459,8.5043461,hospital
Unnamed,11.9864089,8.5043213,hospital
Unnamed,11.9862973,8.5038574,hospital
Unnamed,11.9863164,8.5039342,hospital
Unnamed,11.986154,8.5039685,hospital
Unnamed,11.9861441,8.5038959,hospital
Unnamed,11.9862973,8.5038574,hospital
Task Force X Hospital,12.0126098,8.5010655,hospital
Task Force X Hospital,12.0114105,8.5035573,hospital
Task Force X Hospital,12.0092529,8.5022579,hospital
Task Force X Hospital,12.011029,8.4996595,hospital
Task Force X Hospital,12.0126098,8.5010655,hospital
red cross hospital,11.956695,8.5865612,hospital
red cross hospital,11.9565717,8.5865856,hospital
red cross hospital,11.9565844,8.5866349,hospital
red cross hospital,11.9566025,8.5867051,hospital
red cross hospital,11.9566273,8.5868011,hospital
red cross hospital,11.9563648,8.5868539,hospital
red cross hospital,11.9564285,8.5871101,hospital
red cross hospital,11.9568183,8.5869108,hospital
red cross hospital,11.956695,8.5865612,hospital
Kawo Primary,11.9818566,8.5718136,school
Madarasatu Amina Islamiyya Primary School,12.0272812,8.551032,school
Fgc A,11.9489,8.56084,school
Governor's College,11.9904243,8.5323907,school
Adda Secondary School,11.9666403,8.5318874,school
Ado Gwaram Secondary School,11.9675575,8.5315573,school
Hassan Gwarzo School,11.9493769,8.5398573,school
St Louis Secondary School Bompai,12.0192539,8.5628833,school
"SCIENCE PROJECT PRI and SEC SCHOOL, UNGUWA UKU",11.9577213,8.5620554,school
KUNDILA PRIMARY SCHOOL KUNDILA,11.965125,8.5556055,school
GOVT SEC SCH KUNDILA,11.9650582,8.5562389,school
LIVING STONE SCHOOL,11.9617166,8.5364436,school
"Babban Giji Secondary School, Karkasara",11.9585136,8.5447452,school
HOTORO MARADI SPECIAL PRIMARY SCHOOL,11.9602668,8.5796546,school
SCIENCE SECONDARY SCHOOL,11.9464446,8.5674438,school
"INTERCONTINENTAL SCHOOLS, SEC",11.978936,8.5537124,school
"INTERCONTINENTAL SCHOOLS, PRIMARY",11.9789374,8.5533114,school
"GYADI GYADI, GIRLS SECONDARY SCHOOL",11.9678941,8.5448098,school
GYADI GYADI SPECIAL PRIMARY SCHOOL,11.9683965,8.5459836,school
Unnamed,11.767644,8.4261574,school
Unnamed,12.5103771,8.6547026,school
Unnamed,12.5086436,8.6554905,school
Unnamed,12.5087615,8.6554643,school
Unnamed,12.3743981,8.5669716,school
Unnamed,11.197798,8.8073464,school
Unnamed,11.2057729,8.8048205,school
Unnamed,11.4980317,8.0227499,school
Unnamed,11.4971539,8.0463033,school
Unnamed,11.4985096,8.0452239,school
Unnamed,11.4956884,8.046837,school
Unnamed,11.4982344,8.0431002,school
Unnamed,12.2924607,8.7323563,school
Unnamed,11.5399474,8.0746512,school
Unnamed,11.3433559,8.7607469,school
Unnamed,11.4989763,8.0442031,school
Unnamed,11.498213,8.0457985,school
Unnamed,11.4969173,8.0456955,school
Unnamed,11.4991243,8.0461245,school
Unnamed,12.4297362,8.6773462,school
Unnamed,11.5403436,8.0760929,school
Unnamed,11.5384183,8.0714807,school
Unnamed,11.539466,8.0731924,school
Unnamed,11.5382725,8.0715311,school
Unnamed,12.5163994,8.6309078,school
Unnamed,12.5167512,8.6305187,school
Unnamed,12.5154722,8.632226,school
Unnamed,12.5154285,8.6313642,school
Unnamed,12.3982619,8.7079633,school
Unnamed,12.1984899,8.7663322,school
Unnamed,12.1988185,8.7653441,school
Unnamed,11.2908198,8.7405206,school
Unnamed,11.213545,8.7658608,school
Unnamed,11.2097275,8.7650483,school
Unnamed,11.3516054,8.5720255,school
Unnamed,11.2802244,8.73249,school
Unnamed,11.2112926,8.764824,school
Unnamed,11.2129846,8.7664409,school
Unnamed,11.2508337,8.8095299,school
Unnamed,11.2485056,8.808912,school
Unnamed,11.2507249,8.8095904,school
Unnamed,11.3609365,8.7925155,school
Unnamed,11.3605193,8.7897132,school
Unnamed,11.3663019,8.5930433,school
Unnamed,11.366601,8.6013669,school
Unnamed,12.2297333,8.9291805,school
Unnamed,12.2266958,8.9286107,school
Unnamed,11.537928,8.0732007,school
Unnamed,11.3712458,8.6034355,school
Unnamed,11.3397592,8.7330988,school
Unnamed,11.3533911,8.5736414,school
Unnamed,11.3512023,8.9065653,school
Unnamed,11.3498486,8.9084364,school
Unnamed,11.3338958,8.7680983,school
Unnamed,11.3341415,8.767301,school
Unnamed,11.3662337,8.6017325,school
Unnamed,11.2924664,8.7398516,school
Unnamed,11.2925286,8.7402214,school
Unnamed,11.2783965,8.7318523,school
Unnamed,11.279358,8.7317728,school
Unnamed,11.278772,8.730744,school
Unnamed,11.2781661,8.7289697,school
Unnamed,11.2780789,8.732879,school
Unnamed,11.278097,8.729341,school
Unnamed,11.2876735,8.7396532,school
Unnamed,11.3657605,8.592048,school
Unnamed,11.3650619,8.5909987,school
Unnamed,11.3585892,8.7903848,school
Unnamed,11.3592188,8.7923797,school
Unnamed,11.358316,8.7910073,school
Unnamed,11.3587224,8.7910546,school
Unnamed,12.0202527,8.5048266,school
Unnamed,12.0205607,8.5056774,school
Unnamed,12.0198068,8.5060581,school
Unnamed,12.0191104,8.5064482,school
Unnamed,12.0188802,8.5060209,school
Unnamed,12.0188132,8.5058821,school
Unnamed,12.0187541,8.5057831,school
Unnamed,12.0186185,8.5054071,school
Unnamed,12.0186924,8.5053789,school
Unnamed,12.0187816,8.5053424,school
Unnamed,12.0201792,8.5047937,school
Unnamed,12.0202527,8.5048266,school
Makarantar Galadima,11.9881599,8.513718,school
Makarantar Galadima,11.9881519,8.5139884,school
Makarantar Galadima,11.9883447,8.5140274,school
Makarantar Galadima,11.9884562,8.5140274,school
Makarantar Galadima,11.9884593,8.513946,school
Makarantar Galadima,11.9887365,8.5139476,school
Makarantar Galadima,11.9887317,8.5140193,school
Makarantar Galadima,11.9888066,8.5140193,school
Makarantar Galadima,11.9888273,8.5142163,school
Makarantar Galadima,11.9891363,8.5141789,school
Makarantar Galadima,11.9891156,8.5136529,school
Makarantar Galadima,11.9891427,8.513648,school
Makarantar Galadima,11.9891347,8.5135666,school
Makarantar Galadima,11.9890519,8.5135731,school
Makarantar Galadima,11.9890503,8.5135422,school
Makarantar Galadima,11.9885999,8.5135883,school
Makarantar Galadima,11.9881599,8.513718,school
Zubairiyya,11.9880474,8.5129617,school
Zubairiyya,11.9880931,8.5132759,school
Zubairiyya,11.9881608,8.5132385,school
Zubairiyya,11.988245,8.5131712,school
Zubairiyya,11.9883127,8.5130739,school
Zubairiyya,11.9882175,8.512971,school
Zubairiyya,11.9881315,8.5129373,school
Zubairiyya,11.9880492,8.5129598,school
Zubairiyya,11.9880474,8.5129617,school
"Babban Giji Secondary School, Karkasara",11.9583,8.544,school
"Babban Giji Secondary School, Karkasara",11.9575,8.5449,school
"Babban Giji Secondary School, Karkasara",11.9584,8.5459,school
"Babban Giji Secondary School, Karkasara",11.9593,8.545,school
"Babban Giji Secondary School, Karkasara",11.9583,8.544,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9653,8.5387,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9651001,8.5388749,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9645,8.5394,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9648,8.5397,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9644,8.5401,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9648,8.5405,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9652,8.5402,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9656,8.5406,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9662974,8.5399566,school
HAUSAWA MODELBOYS SEC SCHOOL,11.967176,8.5392717,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9661,8.538,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9654255,8.5385902,school
HAUSAWA MODELBOYS SEC SCHOOL,11.9653,8.5387,school
Unnamed,11.9728593,8.423352,school
Unnamed,11.9731348,8.4237428,school
Unnamed,11.9730652,8.4238108,school
Unnamed,11.9730938,8.4238518,school
Unnamed,11.9730265,8.4239105,school
Unnamed,11.9729847,8.4238678,school
Unnamed,11.9729274,8.4239058,school
Unnamed,11.9726816,8.4235796,school
Unnamed,11.9726563,8.4235978,school
Unnamed,11.9726192,8.4235448,school
Unnamed,11.9726364,8.4235197,school
Unnamed,11.9726952,8.4234659,school
Unnamed,11.9729398,8.4237919,school
Unnamed,11.9730048,8.4237333,school
Unnamed,11.972778,8.4234119,school
Unnamed,11.9728593,8.423352,school
Unnamed,11.9755054,8.4223371,school
Unnamed,11.9755291,8.4224312,school
Unnamed,11.9754549,8.4224507,school
Unnamed,11.9754313,8.4223566,school
Unnamed,11.9755054,8.4223371,school
Unnamed,11.9658318,8.4273142,school
Unnamed,11.9658593,8.4274154,school
Unnamed,11.9657388,8.4274454,school
Unnamed,11.9656866,8.4272375,school
Unnamed,11.9657384,8.4272159,school
Unnamed,11.9658318,8.4273142,school
Unnamed,11.9661496,8.4285007,school
Unnamed,11.9660473,8.4285727,school
Unnamed,11.9660319,8.4285476,school
Unnamed,11.9660033,8.4285659,school
Unnamed,11.9659306,8.4284473,school
Unnamed,11.9659592,8.428429,school
Unnamed,11.9659384,8.4283949,school
Unnamed,11.9660355,8.4283291,school
Unnamed,11.9661496,8.4285007,school
Unnamed,12.0191016,8.538292,school
Unnamed,12.0191022,8.5383987,school
Unnamed,12.0187981,8.5384004,school
Unnamed,12.0187975,8.5382938,school
Unnamed,12.0191016,8.538292,school
Unnamed,12.0191231,8.5381372,school
Unnamed,12.0191221,8.5382061,school
Unnamed,12.0190822,8.5382055,school
Unnamed,12.0190817,8.5382447,school
Unnamed,12.0191209,8.5382453,school
Unnamed,12.0191205,8.5382711,school
Unnamed,12.0188057,8.5382664,school
Unnamed,12.0188076,8.5381325,school
Unnamed,12.0191231,8.5381372,school
Hudaibiyya Primary School,11.974295,8.5204472,school
Hudaibiyya Primary School,11.9742237,8.5204184,school
Hudaibiyya Primary School,11.9741472,8.5206169,school
Hudaibiyya Primary School,11.9742184,8.5206456,school
Hudaibiyya Primary School,11.974295,8.5204472,school
Unnamed,12.0525147,8.4728293,school
Unnamed,12.052491,8.4728219,school
Unnamed,12.0523671,8.4728703,school
Unnamed,12.0522532,8.4729174,school
Unnamed,12.0522792,8.4729852,school
Unnamed,12.0521703,8.4730399,school
Unnamed,12.0521527,8.4730054,school
Unnamed,12.052231,8.472968,school
Unnamed,12.0521438,8.4727773,school
Unnamed,12.0521294,8.472757,school
Unnamed,12.0520485,8.4725596,school
Unnamed,12.0520228,8.4725367,school
Unnamed,12.0522113,8.4724704,school
Unnamed,12.0522392,8.4724478,school
Unnamed,12.0524245,8.4723807,school
Unnamed,12.0524729,8.4723662,school
Unnamed,12.0526338,8.4723064,school
Unnamed,12.0526691,8.4723009,school
Unnamed,12.0528619,8.472222,school
Unnamed,12.0528713,8.4722179,school
Unnamed,12.0529627,8.47256,school
Unnamed,12.0530431,8.4725376,school
Unnamed,12.0530589,8.4726263,school
Unnamed,12.053039,8.4726322,school
Unnamed,12.0528754,8.4726946,school
Unnamed,12.0528622,8.4726969,school
Unnamed,12.0526875,8.4727617,school
Unnamed,12.0526757,8.4727697,school
Unnamed,12.0525147,8.4728293,school
Government School,11.9939529,8.5575392,school
Government School,11.9944061,8.5574218,school
Government School,11.9945817,8.5573782,school
Government School,11.9949402,8.557263,school
Government School,11.9947759,8.5583056,school
Government School,11.9942791,8.558269,school
Government School,11.9939368,8.5582358,school
Government School,11.9939529,8.5575392,school
Prime Collage International,11.993964,8.5570608,school
Prime Collage International,11.9939513,8.5575112,school
Prime Collage International,11.9945504,8.5573614,school
Prime Collage International,11.994514,8.5570848,school
Prime Collage International,11.993964,8.5570608,school
Abbas Maje Nassarawa Secondary Secondary,12.0328562,8.5358775,school
Abbas Maje Nassarawa Secondary Secondary,12.0330605,8.5357522,school
Abbas Maje Nassarawa Secondary Secondary,12.0331016,8.5358223,school
Abbas Maje Nassarawa Secondary Secondary,12.0331092,8.5358176,school
Abbas Maje Nassarawa Secondary Secondary,12.0332797,8.5361082,school
Abbas Maje Nassarawa Secondary Secondary,12.0332606,8.5361199,school
Abbas Maje Nassarawa Secondary Secondary,12.0333009,8.5361886,school
Abbas Maje Nassarawa Secondary Secondary,12.0331086,8.5363065,school
Abbas Maje Nassarawa Secondary Secondary,12.0330666,8.5362349,school
Abbas Maje Nassarawa Secondary Secondary,12.0332079,8.5361483,school
Abbas Maje Nassarawa Secondary Secondary,12.0331466,8.5360439,school
Abbas Maje Nassarawa Secondary Secondary,12.0331333,8.5360521,school
Abbas Maje Nassarawa Secondary Secondary,12.0331223,8.5360335,school
Abbas Maje Nassarawa Secondary Secondary,12.0331016,8.5360463,school
Abbas Maje Nassarawa Secondary Secondary,12.0330735,8.5359984,school
Abbas Maje Nassarawa Secondary Secondary,12.0330974,8.5359837,school
Abbas Maje Nassarawa Secondary Secondary,12.0330822,8.5359578,school
Abbas Maje Nassarawa Secondary Secondary,12.033092,8.5359517,school
Abbas Maje Nassarawa Secondary Secondary,12.0330421,8.5358665,school
Abbas Maje Nassarawa Secondary Secondary,12.0329006,8.5359532,school
Abbas Maje Nassarawa Secondary Secondary,12.0328562,8.5358775,school
Abbas Maje Nassarawa Secondary Secondary,12.0329401,8.5360224,school
Abbas Maje Nassarawa Secondary Secondary,12.0330016,8.5359852,school
Abbas Maje Nassarawa Secondary Secondary,12.0331128,8.5361776,school
Abbas Maje Nassarawa Secondary Secondary,12.0330513,8.5362147,school
Abbas Maje Nassarawa Secondary Secondary,12.0329401,8.5360224,school
Faith Nursery and Primary School,12.0307998,8.5341777,school
Faith Nursery and Primary School,12.0308731,8.5341165,school
Faith Nursery and Primary School,12.0309936,8.5342673,school
Faith Nursery and Primary School,12.0309204,8.5343285,school
Faith Nursery and Primary School,12.0307998,8.5341777,school
Foundation Nursery and Primary School,12.0324828,8.5351486,school
Foundation Nursery and Primary School,12.0325943,8.5350772,school
Foundation Nursery and Primary School,12.0326878,8.5352297,school
Foundation Nursery and Primary School,12.0325763,8.5353011,school
Foundation Nursery and Primary School,12.0324828,8.5351486,school
Tambayahaya Nursery and Primary School,12.0300398,8.5348585,school
Tambayahaya Nursery and Primary School,12.0300873,8.5349467,school
Tambayahaya Nursery and Primary School,12.0303364,8.5348067,school
Tambayahaya Nursery and Primary School,12.030289,8.5347185,school
Tambayahaya Nursery and Primary School,12.0300398,8.5348585,school
Tambayahaya Nursery and Primary School,12.0301441,8.5350252,school
Tambayahaya Nursery and Primary School,12.0302025,8.5351255,school
Tambayahaya Nursery and Primary School,12.0304426,8.5349793,school
Tambayahaya Nursery and Primary School,12.0303842,8.534879,school
Tambayahaya Nursery and Primary School,12.0301441,8.5350252,school
Tambayahaya Nursery and Primary School,12.0304291,8.535041,school
Tambayahaya Nursery and Primary School,12.0304654,8.5350166,school
Tambayahaya Nursery and Primary School,12.0305448,8.5351402,school
Tambayahaya Nursery and Primary School,12.0305571,8.5351319,school
Tambayahaya Nursery and Primary School,12.0305768,8.5351625,school
Tambayahaya Nursery and Primary School,12.0305282,8.5351952,school
Tambayahaya Nursery and Primary School,12.0304291,8.535041,school
Tambayahaya Nursery and Primary School,12.0302592,8.5352579,school
Tambayahaya Nursery and Primary School,12.0303066,8.5353281,school
Tambayahaya Nursery and Primary School,12.0304873,8.5352007,school
Tambayahaya Nursery and Primary School,12.0304566,8.5351552,school
Tambayahaya Nursery and Primary School,12.0304457,8.5351629,school
Tambayahaya Nursery and Primary School,12.0304291,8.5351382,school
Tambayahaya Nursery and Primary School,12.0302592,8.5352579,school
Tony Chetta Collage,12.0286413,8.5307131,school
Tony Chetta Collage,12.0288561,8.530927,school
Tony Chetta Collage,12.0287968,8.5310082,school
Tony Chetta Collage,12.0285764,8.5307863,school
Tony Chetta Collage,12.0286413,8.5307131,school
Tony Chetta Collage,12.0286847,8.5310234,school
Tony Chetta Collage,12.0287735,8.5310671,school
Tony Chetta Collage,12.0287164,8.5311884,school
Tony Chetta Collage,12.028607,8.5311788,school
Tony Chetta Collage,12.0286847,8.5310234,school
Tony Chetta Collage,12.0284668,8.5308966,school
Tony Chetta Collage,12.0285359,8.5309095,school
Tony Chetta Collage,12.0285003,8.5311093,school
Tony Chetta Collage,12.0286292,8.5311342,school
Tony Chetta Collage,12.0286177,8.5311598,school
Tony Chetta Collage,12.0287033,8.5311683,school
Tony Chetta Collage,12.0286837,8.531271,school
Tony Chetta Collage,12.0284092,8.5312198,school
Tony Chetta Collage,12.0284668,8.5308966,school
Unnamed,11.9672825,8.5307118,school
Unnamed,11.9665656,8.5312513,school
Unnamed,11.9668843,8.5317042,school
Unnamed,11.9666403,8.5318874,school
Unnamed,11.9671,8.5325,school
Unnamed,11.9680393,8.5319485,school
Unnamed,11.9686616,8.531633,school
Unnamed,11.9685521,8.5314549,school
Unnamed,11.9672825,8.5307118,school
Hassan Gwarzo School,11.9529495,8.539518,school
Hassan Gwarzo School,11.9505745,8.5413918,school
Hassan Gwarzo School,11.9501589,8.5404814,school
Hassan Gwarzo School,11.949669,8.5400566,school
Hassan Gwarzo School,11.9493769,8.5398573,school
Hassan Gwarzo School,11.9493085,8.5397555,school
Hassan Gwarzo School,11.9492097,8.5396211,school
Hassan Gwarzo School,11.9489639,8.5385848,school
Hassan Gwarzo School,11.9491866,8.538251,school
Hassan Gwarzo School,11.9494389,8.5381145,school
Hassan Gwarzo School,11.9496319,8.5381448,school
Hassan Gwarzo School,11.9529495,8.539518,school
Air Force Comprehensive School,12.1418322,8.3813947,school
Air Force Comprehensive School,12.1417629,8.3814853,school
Air Force Comprehensive School,12.1406783,8.3828881,school
Air Force Comprehensive School,12.1439332,8.3861608,school
Air Force Comprehensive School,12.1452955,8.3849659,school
Air Force Comprehensive School,12.1449558,8.383388,school
Air Force Comprehensive School,12.1449974,8.3826292,school
Air Force Comprehensive School,12.1437357,8.37986,school
Air Force Comprehensive School,12.1434618,8.3792431,school
Air Force Comprehensive School,12.1427651,8.3801472,school
Air Force Comprehensive School,12.1418322,8.3813947,school
Lebanon School,12.0092936,8.5510453,school
Lebanon School,12.0094925,8.5512856,school
Lebanon School,12.0096689,8.5515402,school
Lebanon School,12.0098511,8.5518525,school
Lebanon School,12.0099718,8.5521372,school
Lebanon School,12.0099988,8.5522007,school
Lebanon School,12.0100982,8.5524564,school
Lebanon School,12.0101845,8.5526821,school
Lebanon School,12.0102607,8.552974,school
Lebanon School,12.0094949,8.5531147,school
Lebanon School,12.0092807,8.553101,school
Lebanon School,12.0093254,8.5528488,school
Lebanon School,12.0091818,8.55282,school
Lebanon School,12.0090039,8.5527909,school
Lebanon School,12.0090706,8.5523424,school
Lebanon School,12.009155,8.5517539,school
Lebanon School,12.0092936,8.5510453,school
Unnamed,11.1986124,8.8103646,school
Unnamed,11.1985176,8.8105363,school
Unnamed,11.1983835,8.8107294,school
Unnamed,11.1983137,8.8108689,school
Unnamed,11.1983308,8.8110915,school
Unnamed,11.198444,8.8112792,school
Unnamed,11.1985334,8.8113812,school
Unnamed,11.1987045,8.811408,school
Unnamed,11.1988676,8.8113543,school
Unnamed,11.1989991,8.8112578,school
Unnamed,11.1990347,8.8110613,school
Unnamed,11.1990097,8.8109091,school
Unnamed,11.1989834,8.8107079,school
Unnamed,11.1988097,8.8103458,school
Unnamed,11.1986124,8.8103646,school
Unnamed,12.5074784,8.6533722,school
Unnamed,12.5076486,8.6539891,school
Unnamed,12.5068499,8.6542761,school
Unnamed,12.5066195,8.6536592,school
Unnamed,12.5074784,8.6533722,school
Unnamed,12.091489,8.4235583,school
Unnamed,12.092049,8.4250807,school
Unnamed,12.0910746,8.4254458,school
Unnamed,12.0904998,8.4240544,school
Unnamed,12.091489,8.4235583,school
Bayero University,12.0160591,8.5065423,university
NorthWest University,11.9918311,8.5312089,university
NorthWest University,11.9919046,8.5313698,university
NorthWest University,11.9916212,8.5315039,university
NorthWest University,11.9916789,8.5317668,university
NorthWest University,11.9914638,8.5318097,university
NorthWest University,11.9914061,8.5315039,university
NorthWest University,11.9913483,8.5315254,university
NorthWest University,11.9913116,8.531461,university
NorthWest University,11.9913641,8.5314234,university
NorthWest University,11.9912014,8.5312142,university
NorthWest University,11.9913693,8.5310801,university
NorthWest University,11.9915582,8.5313322,university
NorthWest University,11.9918311,8.5312089,university
Mambayya House Bayero University,12.0152514,8.5055229,university
Mambayya House Bayero University,12.015479,8.5067613,university
Mambayya House Bayero University,12.0146607,8.5069282,university
Mambayya House Bayero University,12.0144722,8.5059506,university
Mambayya House Bayero University,12.0152514,8.5055229,university
Department of Accounting,11.9735072,8.4288841,university
Department of Accounting,11.9733934,8.42904,university
Department of Accounting,11.9735468,8.429157,university
Department of Accounting,11.9734608,8.4292746,university
Department of Accounting,11.9733295,8.4291744,university
Department of Accounting,11.9733144,8.4291951,university
Department of Accounting,11.9732817,8.4291701,university
Department of Accounting,11.9733029,8.4291411,university
Department of Accounting,11.9732855,8.4291278,university
Department of Accounting,11.9733442,8.4290473,university
Department of Accounting,11.9732633,8.4289856,university
Department of Accounting,11.9732759,8.4289682,university
Department of Accounting,11.9732543,8.4289517,university
Department of Accounting,11.973278,8.4289191,university
Department of Accounting,11.973302,8.4289374,university
Department of Accounting,11.9734004,8.4288026,university
Department of Accounting,11.9735072,8.4288841,university
Musa Abdullahi Auditorium,11.9732762,8.4278447,university
Musa Abdullahi Auditorium,11.973377,8.4279185,university
Musa Abdullahi Auditorium,11.973392,8.4280015,university
Musa Abdullahi Auditorium,11.9734492,8.4279954,university
Musa Abdullahi Auditorium,11.9734673,8.4281061,university
Musa Abdullahi Auditorium,11.9733935,8.4282153,university
Musa Abdullahi Auditorium,11.9732792,8.4282245,university
Musa Abdullahi Auditorium,11.9732762,8.4281768,university
Musa Abdullahi Auditorium,11.9731814,8.4281876,university
Musa Abdullahi Auditorium,11.9730837,8.4281215,university
Musa Abdullahi Auditorium,11.9730686,8.4280261,university
Musa Abdullahi Auditorium,11.973043,8.428023,university
Musa Abdullahi Auditorium,11.973037,8.4279477,university
Musa Abdullahi Auditorium,11.9730686,8.42794,university
Musa Abdullahi Auditorium,11.9731062,8.4278831,university
Musa Abdullahi Auditorium,11.9731092,8.4278508,university
Musa Abdullahi Auditorium,11.9731777,8.4278447,university
Musa Abdullahi Auditorium,11.9731807,8.4278639,university
Musa Abdullahi Auditorium,11.9732762,8.4278447,university
Vice Chancellor's Mosque,11.9731027,8.4272302,university
Vice Chancellor's Mosque,11.9730531,8.4270687,university
Vice Chancellor's Mosque,11.9731624,8.4270336,university
Vice Chancellor's Mosque,11.9731744,8.4270727,university
Vice Chancellor's Mosque,11.9732599,8.4270452,university
Vice Chancellor's Mosque,11.9732975,8.4271676,university
Vice Chancellor's Mosque,11.9731027,8.4272302,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745051,8.4247352,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.974463,8.4246944,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744615,8.4246752,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744871,8.4246475,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.974527,8.4246852,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745382,8.4246744,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745495,8.424686,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745638,8.4246706,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745405,8.4246475,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745608,8.4246237,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745886,8.4246498,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9746104,8.4246229,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9746014,8.4246145,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.974656,8.4245514,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.974805,8.4246775,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9747156,8.4247873,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9748645,8.4249124,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9747709,8.4250276,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9746188,8.4249069,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745784,8.4249526,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745832,8.4249591,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745327,8.4250173,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.97438,8.4248966,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744295,8.4248325,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744364,8.4248379,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744577,8.4248107,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744305,8.424783,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744476,8.424765,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744747,8.4247873,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744986,8.4247574,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9744924,8.4247504,university
Faculty of Computer Science & Information Technology/Centre for Information Technology,11.9745051,8.4247352,university
Department of Business Administration and Entrepreneurship,11.9737961,8.4287142,university
Department of Business Administration and Entrepreneurship,11.9738248,8.4286999,university
Department of Business Administration and Entrepreneurship,11.973842,8.4286956,university
Department of Business Administration and Entrepreneurship,11.9738606,8.4286939,university
Department of Business Administration and Entrepreneurship,11.9738794,8.4286952,university
Department of Business Administration and Entrepreneurship,11.9738989,8.4287001,university
Department of Business Administration and Entrepreneurship,11.9739227,8.4287113,university
Department of Business Administration and Entrepreneurship,11.9739378,8.4287224,university
Department of Business Administration and Entrepreneurship,11.9739531,8.4287382,university
Department of Business Administration and Entrepreneurship,11.973972,8.4287717,university
